artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Antonio Vivaldi,4C83WUIt4hkMbzxb4ydMAF,"Concerto for Flautino, Strings and Basso continuo in C Major, RV 443: I. Allegro",0.728,0.408,227000,0.235,0.00757,0,0.182,-18.21,1,0.0425,130.93200000000002,3,0.407,12
Antonio Vivaldi,4TGHb0vUPtSBNtoaxk9Mpu,"Concerto for Flautino, Strings and Basso continuo in C Major, RV 443: III. Allegro molto",0.611,0.41,168600,0.278,0.0957,0,0.11,-15.775,1,0.0432,117.213,4,0.643,12
Priesemut,2U5X4DZTt66pOR1q1X7seE,Street,0.415,0.631,86106,0.302,0.936,5,0.1119999999999999,-10.808,0,0.0428,153.99,4,0.304,20
BronxTwins,3yTSjO0wkP5PeFAOTohwsM,Change Clothes,0.0678,0.726,173714,0.63,0.0,11,0.186,-9.671,0,0.244,77.479,4,0.367,34
Vanessa Carlton,3E0iVM6rR8L66y9tqB6g2I,Only Love Can Break Your Heart,0.525,0.629,206120,0.302,2.24e-05,2,0.23,-10.067,1,0.0291,120.015,3,0.41,20
Borgore,6vsVAqSPoNQZ1E1MJqsX9Q,Sus,0.904,0.542,99858,0.324,0.922,5,0.173,-14.788,0,0.0719,81.845,3,0.2189999999999999,16
EXO-CBX,2Wf4D7Tlz97Ab4cSayBI2H,Ringa-Ringa-Ring,0.000466,0.6,217013,0.8859999999999999,1.3800000000000002e-05,2,0.0883,-1.97,1,0.0327,99.975,4,0.421,41
Ghostemane,7HG0J5pblRBXV1weLaNeMr,Blood Oceans (How Many?),0.158,0.7909999999999999,118430,0.763,0.0011,8,0.368,-5.892,1,0.0467,124.085,4,0.1,51
Chris Lorenzo,6M7Qcz9ZcqsZHzBwoNzx0g,Mind Control (Never Say Never) (feat. Dread MC),0.00117,0.8320000000000001,365625,0.8340000000000001,0.218,9,0.0407,-6.16,1,0.0689,128.0,4,0.911,29
Jon Hopkins,76KAhZF6OzEzNXs4gotNO0,Recovery,0.993,0.368,335800,0.0503,0.959,3,0.132,-36.711,1,0.0673,126.02,4,0.296,44
Vybz Kartel,4tFl6umUhBAOLIUmijuTf3,Old Time Jamaica,0.257,0.77,188186,0.7240000000000001,0.0,0,0.0696,-6.391,1,0.387,91.787,4,0.969,14
bbno$,0z0Njtl0EbmynHseI3a8ZN,lavish,0.457,0.8,189474,0.532,0.0,11,0.107,-9.842,1,0.243,75.962,4,0.4479999999999999,47
Jory Boy,37Lehxz3VSiKKJ45SKhhik,Yin Yang (feat. J Alvarez),0.141,0.765,191455,0.682,0.0,2,0.284,-4.828,0,0.204,88.97200000000001,4,0.3929999999999999,43
Temi Oni,404glQbLEaxbF4YRBjiQem,Pull Up on You,0.3229999999999999,0.6459999999999999,221735,0.828,0.000348,1,0.196,-7.157,1,0.2019999999999999,99.967,4,0.054,28
Peso Da Mafia,4gZuJynMiAqsgDAtKUIrMo,About Us,0.0062,0.789,180196,0.544,0.0,1,0.0999,-6.726,0,0.221,140.029,4,0.59,12
Jasmine Thompson,05RWdJC84lPllDPGUICR4X,Lonely Together,0.94,0.637,187136,0.2289999999999999,0.0,2,0.105,-10.539,1,0.0337,98.643,5,0.435,51
Styles P,0rWgZG3cjnPXXYb8nc6rfk,Ghost Wars,0.252,0.593,190345,0.8290000000000001,0.0,6,0.439,-4.373,0,0.423,174.002,4,0.7170000000000001,38
Waves,6fU7dTskysw43sbhQaugBO,Take It Over,0.0153,0.615,196893,0.867,0.0,5,0.275,-2.665,0,0.0456,100.085,4,0.1939999999999999,39
EXO-CBX,1mid1NdTSXnjaC0bG8iI0f,Watch Out,0.0408,0.408,218586,0.914,0.0,0,0.193,-2.8560000000000003,1,0.1169999999999999,91.785,4,0.8740000000000001,40
[ocean jams],7z9TEL3RiPw1v5UUM35U9v,Untitled,0.561,0.785,59259,0.5720000000000001,0.0132,10,0.0954,-5.672999999999999,0,0.0714,162.112,4,0.679,18
EXO-CBX,6lznR6nbpzjJmZoZ3Dfo51,Gentleman,0.0281,0.6509999999999999,214503,0.911,0.0,7,0.0831,-3.148,1,0.125,149.909,4,0.815,39
Preme,2cz1hemTf7LoBLbutahjfm,1000,0.28,0.8140000000000001,183413,0.6629999999999999,0.0,11,0.108,-5.447,0,0.0826,121.943,4,0.5589999999999999,35
Adroit Fanny,6Bi4HxwH80zsHTTKHcm5TG,Poniards,0.000245,0.805,200000,0.222,0.775,1,0.11,-15.624,1,0.121,120.002,4,0.6459999999999999,0
Too $hort,5tDPqc37CIpyiyRWRqueaR,Balance,0.0133,0.8009999999999999,179359,0.6459999999999999,0.0,1,0.108,-5.27,1,0.144,149.99200000000002,4,0.546,40
EXO-CBX,5ccC5BRdXIpFAvjK7Peu9Q,CBX,0.0431,0.69,183182,0.946,0.0,7,0.159,-2.652,1,0.0744,120.055,4,0.88,39
Bazanji,0bHnketfvBYRp60OF6860U,Life I Chose,0.0451,0.648,166364,0.902,0.0,3,0.104,-4.4910000000000005,0,0.127,176.079,4,0.524,47
KG,3c6iYsCoclUT0SxeCZGPrh,Black Boy,0.00543,0.667,198988,0.921,0.1969999999999999,8,0.088,-4.481,1,0.0637,168.063,4,0.584,10
Neffex,5bO7TEzh3ovZWdCUbUUW6x,With You,0.532,0.6990000000000001,160941,0.8079999999999999,0.0,7,0.185,-7.026,1,0.208,84.986,4,0.625,42
EXO-CBX,5RKlHePZ2U0DozwXxWUQDn,Shake,0.012,0.58,218889,0.918,0.0,11,0.105,-4.372,1,0.0616,99.912,4,0.519,37
Kaycee Shakur,4C8JL1EHEYhabgIz6lUjLG,Yemoja,0.82,0.838,196924,0.54,0.0,7,0.0885,-6.957000000000001,1,0.302,119.881,4,0.599,32
Daz Dillinger,0N0djfv0yFixZcIIy92fRc,"True to the Game, Pt. 2 (Kanye Diss)",0.0008359999999999,0.669,306651,0.8690000000000001,0.0,7,0.275,-9.498,1,0.252,92.037,4,0.231,13
Styles P,1JSVn8h3Ksu4EraRcxZgV8,Morning Mourning,0.0536,0.561,216159,0.7559999999999999,0.0,2,0.5329999999999999,-5.897,1,0.311,75.76899999999999,1,0.379,51
Egor Kreed,2khK4aqzvb1Dsc2HqaU5zJ,Миллион алых роз,0.0108,0.412,191444,0.758,0.0,8,0.103,-5.745,1,0.132,91.537,5,0.37,54
Firma Collective,3FTi0FOjEywikC2IkCRHPw,Mercy's Tree,0.298,0.381,257400,0.4589999999999999,0.0,8,0.106,-7.204,1,0.0296,139.476,4,0.176,47
Styles P,67eNCkKQAbvQF8LuiMMnMP,Window To The Soul,0.102,0.436,210732,0.755,0.000797,1,0.16,-3.849,1,0.124,82.031,4,0.22,41
EXO-CBX,7vCIPEq2X8rbRSVUoAPc4R,Girl Problems,0.0732,0.713,217507,0.95,0.0,1,0.635,-3.498,1,0.0707,111.011,4,0.779,39
EXO-CBX,6uk749G4fwnzyV6WP8eTZq,Ka-CHING!,0.0231,0.7440000000000001,206501,0.8420000000000001,0.0,0,0.59,-3.244,1,0.14,145.987,4,0.898,40
Jamie Lane,3RuB0r1F9wCEsXGc5ZsMSG,Sink,0.00654,0.7340000000000001,218788,0.672,0.00377,8,0.0827,-5.9110000000000005,0,0.259,80.0,3,0.569,32
EXO-CBX,7tJJaQiOdQeuPHrrsFNHJq,Off The Wall,0.00138,0.7070000000000001,193980,0.795,0.0087099999999999,11,0.1169999999999999,-4.178,1,0.108,120.011,4,0.8170000000000001,36
Elijah Nang,2YUvafJSIUcrFXJKgz2JXb,Kori,0.54,0.61,252308,0.288,0.59,4,0.18,-11.181,0,0.173,78.096,4,0.7040000000000001,22
Conrad Sewell,5xL0ha7ahMdFjUc2VZcJO6,Come Clean,0.799,0.498,185716,0.5539999999999999,0.0,10,0.103,-4.141,0,0.0452,68.774,4,0.402,41
Styles P,1Q4Ps9MIuEPW5ZAX7Lb3QU,Wait Your Turn B,0.00227,0.539,202667,0.85,0.0005139999999999,7,0.292,-2.434,1,0.313,180.17,4,0.244,32
Erik Satie,6ItHyyfqcEF7KCgXvxFjjB,"Pièces froides No. 2 ""Danses de travers"": No. 2, Passer",0.994,0.401,105600,0.00734,0.902,9,0.0593,-34.359,0,0.0397,90.593,4,0.326,54
Felix Cartal,1Q5tgksw03lk1k0TXAMvQu,Mood,0.134,0.764,232941,0.647,0.0,8,0.34,-5.026,1,0.0368,119.031,4,0.325,54
Made in 8,7twPynwtKLhLGFWJOlfOUl,Lucky Star,0.0138,0.606,203256,0.85,3.54e-05,1,0.0866,-4.763999999999999,1,0.0614,91.978,4,0.418,4
Ivan B,3R8OCxiLkedSa0Vb6PcZa2,Moment,0.555,0.7509999999999999,219645,0.523,7.33e-06,9,0.105,-10.595,0,0.0587,123.943,3,0.3929999999999999,42
Erik Satie,2SZiLI3xdNwzZRhEXQez7U,"4 Préludes: No. 3, 1er prélude du Nazaréen - No. 4, 2me prélude du Nazaréen",0.991,0.5710000000000001,627213,0.00255,0.856,0,0.109,-33.059,1,0.104,135.328,4,0.157,22
Brent Cobb,6dk8ACZOMu0IjYGJueHqXA,Providence Canyon,0.288,0.595,204800,0.611,4.81e-05,7,0.121,-8.142000000000001,1,0.0281,80.923,4,0.424,42
Erik Satie,0Ir9rNQI43QIGRZkYKsp19,Uspud (Version for Piano): Act III,0.988,0.552,479467,0.000974,0.772,7,0.0466,-25.866,1,0.173,70.275,5,0.0426,19
EXO-CBX,5H66Hq2HgWs3US0qJvztia,Cry,0.0905,0.594,259973,0.612,0.0,4,0.291,-2.944,1,0.0303,129.94299999999998,4,0.216,45
Erik Satie,3NOKdEqplcp9C1nWaODRpW,Uspud (Version for Piano): Act I,0.981,0.59,576093,0.00108,0.831,7,0.0601,-25.571,1,0.157,134.892,4,0.0761,21
Céline Dion,4hwLzecH1SuTsMN2JyCPGs,Ashes - from the Deadpool 2 Motion Picture Soundtrack,0.4589999999999999,0.342,199507,0.425,0.0,0,0.122,-9.064,0,0.0425,110.62,4,0.115,57
Erik Satie,5w6qOaNvGU2xDK2M1nvBje,Uspud (Version for Piano): Act II,0.99,0.551,384173,0.00275,0.868,7,0.1159999999999999,-25.968000000000004,1,0.0876,101.426,4,0.0389,19
Erik Satie,23h2nYJoljS4JNlVCoNK4u,"4 Préludes: No. 2, Eginhard prélude",0.986,0.605,128440,0.00313,0.8690000000000001,2,0.119,-20.274,1,0.211,79.444,1,0.28,18
Erik Satie,7I2jVBdG4FvkYFRYNk7om1,Danses gothiques,0.984,0.659,638920,0.00221,0.852,9,0.0933,-24.081,0,0.144,132.749,3,0.1009999999999999,19
Erik Satie,7kB8BJ2tVFxQyGfyJ70Pko,Modéré (Version for Piano),0.985,0.6729999999999999,67720,0.0678,0.831,7,0.0999,-20.82,1,0.185,63.809,4,0.591,17
Preme,1TJNEHafBZOGeogip3x3W2,Ill Life 4,0.0697,0.596,244653,0.708,0.0,0,0.141,-5.332999999999999,0,0.3829999999999999,166.11,4,0.359,33
Erik Satie,0RKkyxgbuXhFMBsY2otG9D,Vexations,0.993,0.5,425200,0.00153,0.919,11,0.0801,-35.489000000000004,1,0.0889,78.556,4,0.0967,19
Erik Satie,1dZXEL93FVke4FdETjx9Pt,Gnossienne No. 6,0.994,0.593,140120,0.0111,0.92,0,0.0896,-29.964,1,0.0479,81.873,4,0.3979999999999999,20
Erik Satie,1ZYBHRYiUXpZv7E4fqKANz,Petite ouverture à danser,0.994,0.437,132987,0.00273,0.446,5,0.123,-30.406,0,0.0661,93.092,4,0.191,17
Erik Satie,37m1d7GMXDPxug4LwOjuxw,"Pièces froides No. 1 ""Airs à faire fuir"": No. 1, D'une manière très particulière",0.994,0.397,271840,0.0075299999999999,0.927,0,0.102,-32.1,1,0.0458,85.566,4,0.118,17
Erik Satie,4i8oF76S0yj3E7eb7cCtsj,"Pièces froides No. 1 ""Airs à faire fuir"": No. 2, Modestement",0.979,0.432,69120,0.106,0.897,7,0.283,-25.585,1,0.0477,105.394,4,0.296,17
Erik Satie,3CCTk04ujUCTLr7Joy97fk,"Pièces froides No. 1 ""Airs à faire fuir"": No. 3, S'inviter",0.994,0.395,259973,0.00455,0.921,9,0.0958,-35.508,0,0.0553,92.05,4,0.11,17
Erik Satie,7kHzUavw6NsUBJvbKdXdHd,"Pièces froides No. 2 ""Danses de travers"": No. 1, En y regardant à 2 fois",0.994,0.254,123107,0.0103,0.952,7,0.0745,-33.67,1,0.0521,173.507,4,0.218,18
Erik Satie,4cLiOePaqGZ6xUOwJVFOBq,"Pièces froides No. 2 ""Danses de travers"": No. 3, Encore",0.994,0.345,160253,0.0139999999999999,0.974,9,0.131,-31.646,0,0.038,94.091,4,0.318,18
Erik Satie,1iAfe5gYg9dL8vrWbF5PUM,Danse de travers II,0.992,0.447,189587,0.0113,0.944,9,0.0944,-28.779,0,0.0522,84.626,4,0.0664,17
Cole Beasley,4qFHWeoXDRKfHB9MXiHlba,I Am What I Am,0.00975,0.7559999999999999,209241,0.505,0.0,11,0.497,-8.232000000000001,0,0.341,75.991,4,0.436,23
EXO-CBX,0g1PR5FLD3zH1cAnhFGUp3,In This World,0.2689999999999999,0.365,266984,0.841,0.0,3,0.122,-2.92,1,0.0462,114.81,4,0.517,37
memory,0xQej7zwfkghVYVNnXgDSR,04/06/2016,0.747,0.695,76667,0.00779,0.8590000000000001,1,0.0862,-17.23,1,0.431,144.17700000000002,4,0.3429999999999999,10
Twin Shadow,17yKOKhEsmTYha9IwjrLuG,Littlest Things,0.0618,0.504,223004,0.7120000000000001,0.00611,6,0.17,-6.779,1,0.0357,112.003,5,0.3279999999999999,38
Skeletonwitch,0xGsgz7zJJwy2kNb3LEe1D,Fen of Shadows,7.22e-06,0.379,478507,0.898,0.469,4,0.484,-4.955,0,0.0674,140.041,4,0.0696,39
Erik Satie,3URS76U6wk3IE3pjNgjpWz,"Pièces froides No. 1 ""Airs à faire fuir"": No. 2, Modestement (Version plus chromatique)",0.989,0.491,27400,0.043,0.996,5,0.125,-25.524,1,0.0517,96.057,4,0.352,0
socctrain,7zpytZPIPOqBV3V8ZiY7Ms,Looking Glass,0.726,0.892,92921,0.273,0.0405,0,0.191,-14.462,1,0.406,94.944,4,0.804,9
Hardy Caprio,3d16bzJHwROWUwZpxbgXHn,Naij,0.185,0.546,162453,0.7090000000000001,0.0,5,0.157,-6.614,0,0.345,145.225,4,0.4529999999999999,45
DJ Koze,3cD60ehaYbqG5wd86xWPeG,Bonfire,0.0849,0.594,325013,0.4589999999999999,0.093,1,0.251,-10.061,1,0.0783,120.94,4,0.461,45
Daz Dillinger,6AA0TckWmqJqWicOnDMNeX,True to the Game (Crip God Remix),0.0115,0.649,304065,0.6859999999999999,0.0,9,0.0936,-3.5810000000000004,1,0.382,104.231,3,0.432,9
Crankdat,04cmtdRV6Him9AuMlEVAyy,Lemme See U,0.00158,0.481,225000,0.895,0.0387,6,0.175,-4.295,1,0.0517,128.059,4,0.0663,31
Lucas Nord,1OcbgZ5mvWLyKWstpRXuwt,Different Songs,0.0349,0.4579999999999999,208112,0.63,0.0,8,0.136,-5.361000000000001,1,0.0724,143.1,4,0.452,17
Bill Wurtz,7GLqxrkceMlnw2OMZleOeg,And the Day Goes On,0.259,0.8170000000000001,130917,0.4629999999999999,0.0004179999999999,6,0.102,-11.497,1,0.0704,115.989,4,0.956,45
Stephen,55XXT68xZ92HUpP2Y39C0K,Man That I'll Miss,0.4589999999999999,0.425,235102,0.362,0.00575,5,0.163,-10.035,0,0.209,126.493,5,0.0761,43
2Cellos,5r6jydIh67XyKTWjqtqy73,Seven Nation Army,0.0494,0.816,159954,0.413,0.8390000000000001,1,0.114,-6.148,1,0.0577,123.879,4,0.62,40
Nick Grant,4nAnQ2tuWzY22NQaTWkcP4,Bleu Cheese,0.2269999999999999,0.8590000000000001,244193,0.655,0.0,2,0.119,-6.049,1,0.0883,119.01,4,0.293,28
Baby Soulja,3KkLlaPDWFyqtG3DOVpqOZ,Trials,0.104,0.599,154053,0.57,0.0,11,0.0907,-9.392,1,0.4429999999999999,176.115,4,0.34,33
KEY,6xKViainsWxVbLpKI23dXo,Demolition 1 + 2,0.019,0.799,157975,0.706,0.0,11,0.342,-4.231,1,0.107,158.092,3,0.51,42
Brent Cobb,1cphwoceaKmjUZSRKYbFh2,Come Home Soon,0.11,0.605,198547,0.642,6.61e-05,5,0.11,-8.421,1,0.04,83.55,4,0.439,49
Meanish Deimos,4Ptou0AAFOgxiVA9quIJo3,Deconvolutions,0.000111,0.805,228000,0.253,0.901,11,0.122,-18.079,0,0.273,119.992,4,0.231,0
Banda Machos,6yDWyKvXmu59wKkO8OpNAG,El profesor,0.346,0.8420000000000001,179627,0.594,0.000933,3,0.03,-13.37,1,0.0551,111.324,4,0.975,37
DJ Koze,2ywFTaCXKedBFlYA0XcHJM,Club der Ewigkeiten,0.021,0.672,249794,0.519,0.868,4,0.3329999999999999,-13.699000000000002,0,0.0579999999999999,116.892,4,0.258,57
Ookay,5toogU8kWsMfJ6xbYpO4vQ,Time Warp,0.0374,0.442,220269,0.807,0.00116,1,0.108,-5.777,1,0.0763,97.052,4,0.106,32
Madilyn Bailey,2CGWvJ5gj4KbzjisvixWOq,Drunk on a Feeling,0.8809999999999999,0.508,233846,0.243,1.46e-05,7,0.096,-9.36,0,0.0341,78.074,1,0.154,38
Celebration Worship,24ddmsdQIjRbtvSQeKN8hd,Mercy Song,0.407,0.242,386500,0.356,0.115,4,0.0966,-10.413,1,0.0314,109.854,5,0.0535,27
Adroit Fanny,59QrSRLefNOUOXXZhpQJOM,Strikethroughs,0.000222,0.805,222000,0.24,0.942,1,0.1169999999999999,-17.621,1,0.102,120.026,4,0.154,0
Maribou State,60st6t4q5jvd7nKBgoVlgm,Turnmills - Edit,0.366,0.629,201182,0.6859999999999999,0.878,5,0.2319999999999999,-8.826,0,0.035,115.02,4,0.535,50
Ululant Diomedes,23vuDjwzqJqSm805XacVlC,Counteractant,0.00058,0.815,232000,0.235,0.0953,6,0.139,-16.377,0,0.262,120.0,4,0.588,0
Skyler Stonestreet,6UbN3BPI4P9J4s4oM7Ai8E,Bankrupt,0.0763,0.715,186127,0.612,0.0,9,0.0707,-6.268,1,0.054,142.011,4,0.288,19
Betablock3r,0clJg5Oo5EyITlTsbnGSei,Fired Up,0.0354,0.745,210636,0.762,0.0,2,0.108,-4.8180000000000005,1,0.0338,120.018,4,0.88,22
Brent Cobb,3BNLfv2vvr1AH4nDarLyDc,Sucker For A Good Time,0.0645,0.57,300907,0.6459999999999999,1.16e-05,9,0.0924,-7.245,1,0.0379,130.30200000000002,4,0.802,39
Vicente Garcia,4Nz1LJSDHxHxPjIZdP4tGf,Juana Mecho - Recorded at Spotify Studios NYC,0.836,0.8690000000000001,152533,0.436,7.46e-05,7,0.106,-9.183,1,0.039,108.098,4,0.858,55
Meghan Trainor,7fCNUWi6uflDTQ08srxMZk,No Excuses,0.0224,0.8270000000000001,152862,0.6579999999999999,0.0,6,0.0417,-3.846,1,0.0517,115.016,4,0.523,74
The Chainsmokers,4hJolpt4ZqzoZuET5l3rzV,Everybody Hates Me - Khrebto Remix,0.00138,0.407,195493,0.912,1.47e-05,11,0.365,-3.017,0,0.129,107.995,4,0.304,46
The Chainsmokers,6dVCu2GnnseLcNyT9sPhZU,Everybody Hates Me - Justin Caruso Remix,0.00724,0.5,235760,0.884,2.94e-05,11,0.0522,-5.563,0,0.0498,154.996,4,0.52,39
The Chainsmokers,538xJh841qQohKQJ8E5eiK,Everybody Hates Me - Michael Mar Remix,0.0363,0.743,202760,0.667,0.0,11,0.0919,-4.393,0,0.0557,93.006,4,0.528,36
The Chainsmokers,1enQ4z8bxfoXqQ3jQQM8J5,Everybody Hates Me - Linn Remix,0.0591,0.642,182720,0.61,2.48e-06,11,0.0969999999999999,-8.636000000000001,0,0.063,77.469,4,0.5379999999999999,37
The Chainsmokers,3UEfOvhtrnpw57gDbSixri,Everybody Hates Me - Steerner Remix,0.0672,0.4529999999999999,176667,0.863,0.0,2,0.107,-6.239,1,0.0957,154.872,4,0.499,36
David Guetta,5plDQNrTQkND1PW9hm1MV8,Flames - Extended,0.00434,0.674,291702,0.7170000000000001,0.000436,5,0.0388,-4.465,0,0.0651,93.982,4,0.504,42
David Guetta,512JyhHrndIxZ81JmYZLmP,Flames - Tepr Remix,0.00926,0.6809999999999999,232984,0.8220000000000001,0.135,5,0.114,-4.676,0,0.0394,123.975,4,0.441,38
David Guetta,7xuGJmN8O7vycKgwrs4vNS,Flames - Sylvain Armand Remix,0.0609,0.816,272422,0.488,0.153,5,0.0882,-8.695,0,0.191,125.03,4,0.103,36
David Guetta,0QX6Q0zTj3HytMkcNbgWPm,Flames - Vladimir Cauchemar Remix,0.00724,0.746,204000,0.758,0.0729,0,0.0418,-5.867999999999999,0,0.0376,120.003,4,0.421,25
Blac Youngsta,5lBzjMCr2QRoNlleZq6l7P,Heavy Camp,0.0531,0.726,194590,0.5760000000000001,0.0,11,0.0713,-10.365,1,0.134,159.12,4,0.129,58
Wisin & Yandel,4YIQ5znwHwbeN6BGpN10YI,Todas Quieren Ser las Mas Bellas,0.0042,0.85,202827,0.884,0.000868,4,0.107,-7.676,0,0.0563,109.983,4,0.552,27
Yandel,1hTXDYeS5UEXq2T4CSmWgR,La Calle Me Lo Pidio,0.145,0.768,185973,0.753,0.0036799999999999,0,0.0907,-5.905,1,0.12,94.977,4,0.7290000000000001,32
Wisin,3spYXzQKHXwGabld9m54SY,Saoco,0.132,0.8440000000000001,184907,0.862,1.92e-05,4,0.066,-5.043,1,0.114,95.999,4,0.816,35
Wisin & Yandel,1jIMQ9WtS2FArbGr18EToo,Voy por Ti,0.00211,0.8220000000000001,207560,0.496,0.0,1,0.103,-10.792,1,0.22,98.016,4,0.379,25
Wisin & Yandel,5UKQ7sdeVTHBrXA7N4Ks6x,Salgo Filoteau,0.0594,0.877,179253,0.779,3.65e-05,6,0.0656,-4.813,0,0.0794,95.009,4,0.961,29
Wisin,5QgkQw8FRyfLnb1YkVWhx6,No Se,0.0193,0.711,180000,0.737,0.0,8,0.0632,-5.144,1,0.1009999999999999,172.06599999999997,4,0.44,34
Wisin & Yandel,0PaMlxDmjtZqlFHkllz0ME,Piden Perreo,0.4379999999999999,0.8240000000000001,202120,0.799,0.0,4,0.121,-4.426,1,0.183,94.979,4,0.882,27
Wisin & Yandel,1DfrUgwpsUQzVa0OAUEjAm,Seduceme,0.223,0.905,123840,0.8059999999999999,0.0,2,0.0604,-4.1930000000000005,1,0.133,96.041,4,0.574,28
Yandel,4EnWXO7o1ZLF47VcLNlZ3Q,Mami Yo Quisiera Quedarme,0.0912,0.795,186867,0.8909999999999999,0.0,0,0.332,-4.124,1,0.1889999999999999,95.031,4,0.384,29
Wisin & Yandel,4cQd0u7EZcYAeuJyR8Fi5K,Mala Tu Suerte,0.201,0.6940000000000001,162787,0.7340000000000001,2.55e-06,11,0.0628,-6.976,0,0.353,106.924,4,0.508,25
Wisin,7e11H25X7JaDhtdhVsmA4d,El Jinete,0.192,0.862,184293,0.845,0.0,8,0.2019999999999999,-4.329,0,0.145,94.997,4,0.698,25
Wisin,273dpahq5WSO7pf8qMEPe1,Estoy Preso,0.725,0.8029999999999999,241320,0.624,1.41e-06,0,0.125,-5.715,0,0.2339999999999999,92.997,4,0.599,25
Tinashe,6LrGc6oPYNMzmz8VOwyN6C,Joyride,0.629,0.42,205280,0.883,9.71e-06,2,0.475,-4.967,0,0.0971,146.885,4,0.231,42
Tinashe,5tnNHmykSmF7Nam6aenBVf,No Contest,0.0517,0.6629999999999999,227147,0.623,9.47e-06,8,0.0902,-5.935,1,0.0525,124.99,4,0.2769999999999999,47
Tinashe,74RjqevhxutV5yZdE8bFX3,He Don't Want It,0.178,0.6940000000000001,172040,0.495,0.000154,1,0.113,-4.149,0,0.0885,133.936,4,0.422,43
De La Ghetto,3RgRYMqIpYiS5QbEMxcptP,F.L.Y (feat. Fetty Wap),0.00722,0.847,240747,0.6559999999999999,0.0,1,0.256,-5.572,1,0.0593,138.067,4,0.192,41
Tinashe,0J6I0Zgrh5LkwgUx9zJ21h,Salt,0.0212,0.4579999999999999,228840,0.387,0.0012699999999999,8,0.0952,-7.827000000000001,1,0.0347,149.903,3,0.13,40
Tinashe,7oh4w9MTAb25HD7Fo52mO8,Fires And Flames,0.883,0.3389999999999999,226893,0.413,4.03e-06,5,0.2319999999999999,-4.9830000000000005,0,0.0294,146.254,4,0.391,44
Tinashe,0YNnj5LVDkp3pU8uhP9Dt6,Ain't Good For Ya (Interlude),0.0223,0.7390000000000001,63760,0.515,5.62e-06,0,0.2769999999999999,-8.637,0,0.242,139.96200000000002,4,0.529,42
Tinashe,5abU03nmreuCt7QG0iCqBn,Keep Your Eyes On The Road (Intro),0.503,0.318,69987,0.532,0.823,8,0.121,-16.312,0,0.128,135.286,4,0.0626,34
Tinashe,1wcTYAqzjCqssBtpfyc1wZ,Go Easy On Me (Interlude),0.988,0.296,31040,0.026,0.721,9,0.085,-26.608,0,0.0363,98.958,3,0.198,34
Ageena,5plhWnhwmDY9WWNCCmM73D,Lights,0.986,0.551,194015,0.17,0.8490000000000001,7,0.1009999999999999,-20.558000000000003,1,0.0309,118.011,4,0.157,52
Famous Dex,6F1G5qBrNT3qh1yY9ABi49,HEMI,0.488,0.79,110143,0.631,0.0,7,0.0906,-9.48,0,0.212,139.99200000000002,4,0.501,43
Borrtex,23AgwcHt61kqQLD1MRQGoa,We Are Saved,0.925,0.0713,306561,0.0289999999999999,0.8390000000000001,7,0.0803,-27.291,1,0.044,194.036,4,0.0583,35
Nas,6n8I1PcuvzYZlCpQGq8Wq6,N.Y. State of Mind feat. National Symphony Orchestra - (Live),0.29,0.465,398655,0.925,1.51e-05,9,0.456,-3.479,1,0.494,90.847,4,0.5770000000000001,35
Blac Youngsta,7Go8KtX3ixdb51MqB2gPpH,Booty - Remix,0.00916,0.916,280000,0.491,0.0,1,0.0559999999999999,-8.262,1,0.213,143.975,4,0.509,55
Nas,6pwwoJIFZbMzPvonOFdmH2,The World is Yours feat. National Symphony Orchestra - (Live),0.22,0.392,364281,0.8909999999999999,0.0,2,0.703,-3.868,1,0.402,178.86700000000002,4,0.325,33
Nas,2CbSv9Dw5IY03avuaWJbeL,The Genesis feat. National Symphony Orchestra - (Live),0.0983,0.324,169939,0.8959999999999999,0.1939999999999999,1,0.953,-6.648,1,0.374,106.852,4,0.382,33
Nas,2h2Z0JDRJ7QYJz2u37yf9p,Life's a Bitch feat. National Symphony Orchestra - (Live),0.241,0.405,208425,0.862,1.75e-05,9,0.186,-4.265,1,0.216,94.404,4,0.314,32
Nas,5dTAVs3A5JcIfobGaRRKBt,Halftime feat. National Symphony Orchestra - (Live),0.0444,0.609,297663,0.843,0.0,1,0.595,-2.565,0,0.153,91.961,4,0.643,30
Nas,0vbM5oTKb4wFXnBKcvybGZ,Memory Lane (Sittin' in da Park) feat. National Symphony Orchestra - (Live),0.226,0.4639999999999999,273889,0.922,1.5e-05,10,0.976,-2.997,1,0.298,91.919,4,0.436,30
Jocelyn Alice,4zvQE9LuGzE2r1zcDiDoZy,I Know,0.0766,0.8590000000000001,195657,0.358,0.0,2,0.0858,-7.527,1,0.0681,90.01299999999999,4,0.525,44
Nas,6jE11NqtxQdW4FSoN30zXm,One Love feat. National Symphony Orchestra - (Live),0.4629999999999999,0.649,333498,0.77,0.0,10,0.133,-4.321000000000001,0,0.309,94.355,4,0.6890000000000001,30
Nas,0OoVYPpsLYe9Sy8XED3TDt,It Ain't Hard to Tell feat. National Symphony Orchestra - (Live),0.168,0.342,352718,0.953,8.26e-05,2,0.6629999999999999,-3.234,1,0.6809999999999999,72.64699999999999,3,0.222,30
